id,text,letter_sound_correspondences,usage_count,word_type,spelling_consistency,root_word_id,root_word_text
91,học,"[{""sounds"":[""h""],""id"":13,""letters"":[""h""],""usageCount"":134},{""sounds"":[""ɔː""],""id"":5,""letters"":[""o""],""usageCount"":811},{""sounds"":[""∅""],""id"":33,""letters"":[""◌̣""],""usageCount"":1293},{""sounds"":[""k""],""id"":6,""letters"":[""c""],""usageCount"":2245}]",45,VERB,,,
92,từ,"[{""sounds"":[""t""],""id"":11,""letters"":[""t""],""usageCount"":1082},{""sounds"":[""ɯ""],""id"":42,""letters"":[""ư""],""usageCount"":752},{""sounds"":[""∅""],""id"":24,""letters"":[""◌̀""],""usageCount"":2252}]",58,PREPOSITION,,,
93,chỉ,"[{""sounds"":[""tɕ""],""id"":4,""letters"":[""c"",""h""],""usageCount"":588},{""sounds"":[""i""],""id"":10,""letters"":[""i""],""usageCount"":1424},{""sounds"":[""∅""],""id"":31,""letters"":[""◌̉""],""usageCount"":720}]",58,ADVERB,,,
94,thỏ,"[{""sounds"":[""tʰ""],""id"":38,""letters"":[""t"",""h""],""usageCount"":297},{""sounds"":[""ɔː""],""id"":5,""letters"":[""o""],""usageCount"":811},{""sounds"":[""∅""],""id"":31,""letters"":[""◌̉""],""usageCount"":720}]",56,NOUN,,,
95,thứ,"[{""sounds"":[""tʰ""],""id"":38,""letters"":[""t"",""h""],""usageCount"":297},{""sounds"":[""ɯ""],""id"":42,""letters"":[""ư""],""usageCount"":752},{""sounds"":[""∅""],""id"":29,""letters"":[""◌́""],""usageCount"":1935}]",55,NOUN,,,
96,vật,"[{""sounds"":[""v""],""id"":23,""letters"":[""v""],""usageCount"":683},{""sounds"":[""ɤ̆""],""id"":43,""letters"":[""â""],""usageCount"":568},{""sounds"":[""∅""],""id"":33,""letters"":[""◌̣""],""usageCount"":1293},{""sounds"":[""t""],""id"":11,""letters"":[""t""],""usageCount"":1082}]",50,NOUN,,,
97,khác,"[{""sounds"":[""x""],""id"":9,""letters"":[""k"",""h""],""usageCount"":468},{""sounds"":[""a""],""id"":1,""letters"":[""a""],""usageCount"":3574},{""sounds"":[""∅""],""id"":29,""letters"":[""◌́""],""usageCount"":1935},{""sounds"":[""k""],""id"":6,""letters"":[""c""],""usageCount"":2245}]",50,ADJECTIVE,,,
98,sách,"[{""sounds"":[""s""],""id"":19,""letters"":[""s""],""usageCount"":349},{""sounds"":[""a""],""id"":1,""letters"":[""a""],""usageCount"":3574},{""sounds"":[""∅""],""id"":29,""letters"":[""◌́""],""usageCount"":1935},{""sounds"":[""k""],""id"":48,""letters"":[""c"",""h""],""usageCount"":55}]",55,NOUN,,,
99,nơi,"[{""sounds"":[""n""],""id"":7,""letters"":[""n""],""usageCount"":1547},{""sounds"":[""ə""],""id"":34,""letters"":[""ơ""],""usageCount"":861},{""sounds"":[""i""],""id"":10,""letters"":[""i""],""usageCount"":1424}]",55,NOUN,,,
100,quá,"[{""sounds"":[""k""],""id"":49,""letters"":[""q""],""usageCount"":54},{""sounds"":[""w""],""id"":16,""letters"":[""u""],""usageCount"":205},{""sounds"":[""a""],""id"":1,""letters"":[""a""],""usageCount"":3574},{""sounds"":[""∅""],""id"":29,""letters"":[""◌́""],""usageCount"":1935}]",54,ADVERB,,,
101,sau,"[{""sounds"":[""s""],""id"":19,""letters"":[""s""],""usageCount"":349},{""sounds"":[""a""],""id"":1,""letters"":[""a""],""usageCount"":3574},{""sounds"":[""u""],""id"":30,""letters"":[""u""],""usageCount"":1202}]",54,ADJECTIVE,,,
