id,text,letter_sound_correspondences,usage_count,word_type,spelling_consistency,root_word_id,root_word_text
110,kung,"[{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":1343},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":676},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":2652}]",77,,NON_PHONEMIC,,
111,sasayaw,"[{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438}]",7,VERB,PERFECT,108.0,sayaw
112,siyang,"[{""sounds"":[""ʃ""],""id"":24,""letters"":[""s"",""i"",""y""],""usageCount"":173},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":2652}]",29,,,23.0,siya
113,paa,"[{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438}]",13,NOUN,PERFECT,,
114,makikita,"[{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438}]",6,VERB,PERFECT,106.0,makita
115,makakita,"[{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438}]",0,VERB,PERFECT,,
116,nakakita,"[{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438}]",13,VERB,PERFECT,115.0,makakita
117,habulin,"[{""sounds"":[""h""],""id"":13,""letters"":[""h""],""usageCount"":383},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":768},{""sounds"":[""uː""],""id"":33,""letters"":[""u""],""usageCount"":223},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":997},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1804},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":2973}]",0,VERB,,,
118,hinahabol,"[{""sounds"":[""h""],""id"":13,""letters"":[""h""],""usageCount"":383},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1804},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":2973},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""h""],""id"":13,""letters"":[""h""],""usageCount"":383},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":1299},{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":768},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1500},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":997}]",4,VERB,,117.0,habulin
119,hinabol,"[{""sounds"":[""h""],""id"":13,""letters"":[""h""],""usageCount"":383},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1804},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":2973},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":1299},{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":768},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1500},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":997}]",6,VERB,,117.0,habulin
120,maupo,"[{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438}]",0,VERB,PERFECT,,
121,naupo,"[{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438}]",4,VERB,PERFECT,120.0,maupo
122,sundan,"[{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438}]",0,VERB,PERFECT,,
123,sinundan,"[{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438}]",4,VERB,PERFECT,122.0,sundan
124,huminto,"[{""sounds"":[""h""],""id"":13,""letters"":[""h""],""usageCount"":383},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":676},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":880},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1804},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":2973},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1522},{""sounds"":[""ɔː""],""id"":31,""letters"":[""o""],""usageCount"":189}]",3,VERB,,,
125,dumungaw,"[{""sounds"":[""d""],""id"":15,""letters"":[""d""],""usageCount"":464},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":676},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":880},{""sounds"":[""uː""],""id"":33,""letters"":[""u""],""usageCount"":223},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":2652},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""w""],""id"":19,""letters"":[""w""],""usageCount"":278}]",2,VERB,,,
126,bitawan,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":768},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1804},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1522},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":1299},{""sounds"":[""w""],""id"":19,""letters"":[""w""],""usageCount"":278},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":2973}]",2,VERB,,,
127,binitawan,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":768},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1804},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":2973},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1804},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1522},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":1299},{""sounds"":[""w""],""id"":19,""letters"":[""w""],""usageCount"":278},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":2973}]",0,VERB,,126.0,bitawan
128,binibitawan,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":768},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":1467},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":1467},{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":768},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":1467},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1522},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":1299},{""sounds"":[""w""],""id"":19,""letters"":[""w""],""usageCount"":278},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":2973}]",0,VERB,,126.0,bitawan
129,bibitawan,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":768},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":1467},{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":768},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":1467},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1522},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""w""],""id"":19,""letters"":[""w""],""usageCount"":278},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":2973}]",0,VERB,,126.0,bitawan
130,mahulog,"[{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438}]",0,VERB,PERFECT,,
131,nahulog,"[{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438}]",8,,PERFECT,130.0,mahulog
132,bumalik,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":768},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":676},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":880},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":997},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":1467},{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":1343}]",17,VERB,,,
133,dapat,"[{""sounds"":[""d""],""id"":15,""letters"":[""d""],""usageCount"":464},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":1299},{""sounds"":[""p""],""id"":10,""letters"":[""p""],""usageCount"":844},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1522}]",11,,,,
134,bulate,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":768},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":676},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":997},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":1299},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1522},{""sounds"":[""ɛ""],""id"":21,""letters"":[""e""],""usageCount"":131}]",10,NOUN,,,
135,toto,"[{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438}]",5,NOUN,PERFECT,,
136,tata,"[{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438}]",5,NOUN,PERFECT,,
137,ng,"[{""sounds"":[""n"",""ɑ"",""ŋ""],""id"":29,""letters"":[""n"",""g""],""usageCount"":838}]",838,,HIGHLY_NON_PHONEMIC,,
138,tubig,"[{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438}]",32,NOUN,PERFECT,,
139,elepante,"[{""sounds"":[""ɛ""],""id"":21,""letters"":[""e""],""usageCount"":131},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":997},{""sounds"":[""ɛ""],""id"":21,""letters"":[""e""],""usageCount"":131},{""sounds"":[""p""],""id"":10,""letters"":[""p""],""usageCount"":844},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":1299},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":2973},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1522},{""sounds"":[""ɛ""],""id"":21,""letters"":[""e""],""usageCount"":131}]",16,NOUN,,,
140,sumbrero,"[{""sounds"":[""s""],""id"":6,""letters"":[""s""],""usageCount"":2248},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":676},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":880},{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":768},{""sounds"":[""ɛː""],""id"":34,""letters"":[""e""],""usageCount"":32},{""sounds"":[""r""],""id"":12,""letters"":[""r""],""usageCount"":536},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1500}]",27,NOUN,PERFECT,,
141,sina,"[{""sounds"":[""s""],""id"":6,""letters"":[""s""],""usageCount"":2248},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1804},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":2973},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":1299}]",29,,PERFECT,,
142,nakikita,"[{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":2973},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":1343},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1804},{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":1343},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":1467},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1522},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438}]",16,VERB,PERFECT,106.0,makita
143,mga,"[{""sounds"":[""m"",""ɑ"",""ŋ""],""id"":30,""letters"":[""m"",""g""],""usageCount"":466},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438}]",466,,NON_PHONEMIC,,
144,ina,"[{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438}]",26,NOUN,PERFECT,,
145,kaniyang,"[{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":1343},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":2973},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1804},{""sounds"":[""j""],""id"":3,""letters"":[""y""],""usageCount"":1232},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":1299},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":2652}]",100,PRONOUN,PHONEMIC,416.0,kaniya
146,leon,"[{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438}]",5,NOUN,PERFECT,,
147,limang,"[{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":997},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1804},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":880},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":1299},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":2652}]",1,NUMBER,,50.0,lima
148,tatlong,"[{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1522},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1522},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":997},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1500},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":2652}]",6,NUMBER,,39.0,tatlo
149,kuliglig,"[{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438}]",3,NOUN,PERFECT,,
150,kabayo,"[{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438}]",17,NOUN,PERFECT,,
151,pato,"[{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":16438}]",3,NOUN,PERFECT,,
152,ngunit,"[{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":2652},{""sounds"":[""uː""],""id"":33,""letters"":[""u""],""usageCount"":223},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":2973},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1804},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1522}]",64,,,,
153,dulas,"[{""sounds"":[""d""],""id"":15,""letters"":[""d""],""usageCount"":464},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":676},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":997},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":1299},{""sounds"":[""s""],""id"":6,""letters"":[""s""],""usageCount"":2248}]",0,NOUN,,,
154,dumulas,"[{""sounds"":[""d""],""id"":15,""letters"":[""d""],""usageCount"":464},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":676},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":880},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":676},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":997},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":1299},{""sounds"":[""s""],""id"":6,""letters"":[""s""],""usageCount"":2248}]",0,VERB,,,
