id,content_type,content_license,attribution_url,title,file_size,checksum_md5,cid,download_url,image_format
54,image/jpg,,,storybook-4-ch-18,22516,15b9a6ec96ead1c5c91859a6477665fc,63f69f9c637ef4ea2256413bc9a9d513fbf6a7fe,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/54_r3.jpg,JPG
55,image/jpg,,,storybook-5-cover,956582,d7e3fceeb1d425cbfa87a14bb9f57c62,4065ffee211f19140f9286f81e8cf5d686ede025,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/55_r2.jpg,JPG
56,image/jpg,,,storybook-5-ch-1,130062,43cc24fd41680ae6b068e5d756764852,fbc10ca48b86603ec8461fa3e9735adf976977b8,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/56_r1.jpg,JPG
57,image/jpg,,,storybook-5-ch-2,103927,3d9444d491c5f60bc79baf64013430ab,a33e0ec494b560dd709b146e12e573825a41370c,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/57_r1.jpg,JPG
58,image/jpg,,,storybook-5-ch-3,93681,386e024874b48b78f78c32e1081f9935,e19bd1d5f408aa8eb80416c62c4f39eee9094ae7,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/58_r1.jpg,JPG
59,image/jpg,,,storybook-5-ch-4,115191,02ccf317719205a6cc2a782b90a1cc07,290a1d45b730304a4d58b9f2b4cc024062388e6e,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/59_r2.jpg,JPG
60,image/jpg,,,storybook-5-ch-5,145131,c6c48ac3adffda705a0f1b6386e8f8d6,8bdad862ad41bbc0244969f74881cd77b52062e5,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/60_r1.jpg,JPG
61,image/jpg,,,storybook-5-ch-6,108186,670710342fe40091b0886e678df8ce53,99ed115725dd8757cbccfc591b91bc357882e9e8,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/61_r1.jpg,JPG
62,image/jpg,,,storybook-5-ch-7,91482,a027ca0a6bf746ed0d5724cf7fc8c37a,c62862d7495189951e2ef1a64349617fed00fb18,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/62_r1.jpg,JPG
63,image/jpg,,,storybook-5-ch-8,108500,ac7623d81a692e560efa2122ee1c2486,cc5c29ce76b0a6257b7bb04417cfd6ff2f18d7c6,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/63_r2.jpg,JPG
64,image/jpg,,,storybook-5-ch-9,84571,10fb75f33d5f42b020e1990c7c89236a,6f486afab90a4ecf6c294416e55138a192e04834,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/64_r1.jpg,JPG
65,image/jpg,,,storybook-6-cover,445993,cf7368fb7d6839cbafb1a2740b2ded49,afde15ae93e49d804ebdb4ed19ed791129c8a2f3,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/65_r1.jpg,JPG
66,image/jpg,,,storybook-6-ch-1,55211,c3c68cd8a13832b04f699be10f58026b,2f0e214e60652afcdc84c4c437e62c0a778eb38c,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/66_r1.jpg,JPG
67,image/jpg,,,storybook-6-ch-2,45397,dc86457716df27c5e558970ff7ce2daf,d0555da8d4e924081b2c05f9a4b279e752268b0f,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/67_r1.jpg,JPG
68,image/jpg,,,storybook-6-ch-3,55810,dea7d01020592c30dc0d38e3c465fb11,de47cf218a86da62f7a5048864b112c16c21cb82,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/68_r1.jpg,JPG
69,image/jpg,,,storybook-6-ch-4,50448,22aa8c0e4a5ed06034d17ade00d87320,8559204ee10fc9781e31cafb582c48a1de4a0e10,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/69_r1.jpg,JPG
