id,text,letter_sound_correspondences,usage_count,word_type,spelling_consistency,root_word_id,root_word_text
91,लेकिन,"[{""sounds"":[""l""],""id"":39,""letters"":[""ल""],""usageCount"":685},{""sounds"":[""eː""],""id"":4,""letters"":[""े""],""usageCount"":3806},{""sounds"":[""k""],""id"":14,""letters"":[""क""],""usageCount"":2744},{""sounds"":[""ɪ""],""id"":19,""letters"":[""ि""],""usageCount"":757},{""sounds"":[""n""],""id"":3,""letters"":[""न""],""usageCount"":1265}]",64,PREPOSITION,,,
92,सो,"[{""sounds"":[""s""],""id"":5,""letters"":[""स""],""usageCount"":1336},{""sounds"":[""oː""],""id"":21,""letters"":[""ो""],""usageCount"":1280}]",6,,,,
93,कपड़े,"[{""sounds"":[""k"",""ə""],""id"":27,""letters"":[""क""],""usageCount"":474},{""sounds"":[""p"",""ə""],""id"":25,""letters"":[""प""],""usageCount"":505},{""sounds"":[""ɽ""],""id"":54,""letters"":[""ड़""],""usageCount"":137},{""sounds"":[""eː""],""id"":4,""letters"":[""े""],""usageCount"":3806}]",3,NOUN,,,
94,मम्मी,"[{""sounds"":[""m"",""ə""],""id"":45,""letters"":[""म""],""usageCount"":89},{""sounds"":[""m""],""id"":11,""letters"":[""म""],""usageCount"":1256},{""sounds"":[""m""],""id"":11,""letters"":[""म""],""usageCount"":1256},{""sounds"":[""iː""],""id"":16,""letters"":[""ी""],""usageCount"":2164}]",2,NOUN,,,
95,सत्रह,"[{""sounds"":[""s"",""ə""],""id"":33,""letters"":[""स""],""usageCount"":296},{""sounds"":[""t""],""id"":9,""letters"":[""त""],""usageCount"":1140},{""sounds"":[""ɾ"",""ə""],""id"":35,""letters"":[""र""],""usageCount"":338},{""sounds"":[""ɦ""],""id"":1,""letters"":[""ह""],""usageCount"":2914}]",0,NUMBER,,,
96,लिए,"[{""sounds"":[""l""],""id"":39,""letters"":[""ल""],""usageCount"":685},{""sounds"":[""ɪ""],""id"":19,""letters"":[""ि""],""usageCount"":757},{""sounds"":[""eː""],""id"":55,""letters"":[""ए""],""usageCount"":497}]",84,PREPOSITION,,,
97,टूथपेस्ट,"[{""sounds"":[""ʈ""],""id"":53,""letters"":[""ट""],""usageCount"":135},{""sounds"":[""uː""],""id"":28,""letters"":[""ू""],""usageCount"":345},{""sounds"":[""tʰ""],""id"":17,""letters"":[""थ""],""usageCount"":467},{""sounds"":[""p""],""id"":18,""letters"":[""प""],""usageCount"":400},{""sounds"":[""eː""],""id"":4,""letters"":[""े""],""usageCount"":3806},{""sounds"":[""s""],""id"":5,""letters"":[""स""],""usageCount"":1336},{""sounds"":[""ʈ""],""id"":53,""letters"":[""ट""],""usageCount"":135}]",11,NOUN,,,
98,ट्यूब,"[{""sounds"":[""ʈ""],""id"":53,""letters"":[""ट""],""usageCount"":135},{""sounds"":[""uː""],""id"":28,""letters"":[""ू""],""usageCount"":345},{""sounds"":[""b""],""id"":38,""letters"":[""ब""],""usageCount"":569}]",10,NOUN,,,
99,कि,"[{""sounds"":[""k""],""id"":14,""letters"":[""क""],""usageCount"":2744},{""sounds"":[""ɪ""],""id"":19,""letters"":[""ि""],""usageCount"":757}]",156,,,,
100,दाँत,"[{""sounds"":[""d""],""id"":41,""letters"":[""द""],""usageCount"":482},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039},{""sounds"":[""◌̃""],""id"":29,""letters"":[""ँ""],""usageCount"":285},{""sounds"":[""t""],""id"":9,""letters"":[""त""],""usageCount"":1140}]",11,NOUN,,,
101,अट्ठारह,"[{""sounds"":[""ə""],""id"":57,""letters"":[""अ""],""usageCount"":393},{""sounds"":[""ʈ""],""id"":53,""letters"":[""ट""],""usageCount"":135},{""sounds"":[""ʈʰ""],""id"":58,""letters"":[""ठ""],""usageCount"":43},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039},{""sounds"":[""ɾ"",""ə""],""id"":35,""letters"":[""र""],""usageCount"":338},{""sounds"":[""ɦ""],""id"":1,""letters"":[""ह""],""usageCount"":2914}]",0,NUMBER,,,
102,थे,"[{""sounds"":[""tʰ""],""id"":17,""letters"":[""थ""],""usageCount"":467},{""sounds"":[""eː""],""id"":4,""letters"":[""े""],""usageCount"":3806}]",97,VERB,,,
103,वर्षा,"[{""sounds"":[""ʋ"",""ə""],""id"":59,""letters"":[""व""],""usageCount"":253},{""sounds"":[""ʂ""],""id"":60,""letters"":[""ष""],""usageCount"":32},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039}]",6,NOUN,,,
104,बारिश,"[{""sounds"":[""b""],""id"":38,""letters"":[""ब""],""usageCount"":569},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039},{""sounds"":[""ɾ""],""id"":24,""letters"":[""र""],""usageCount"":1768},{""sounds"":[""ɪ""],""id"":19,""letters"":[""ि""],""usageCount"":757},{""sounds"":[""ʃ""],""id"":61,""letters"":[""श""],""usageCount"":59}]",24,NOUN,,,
105,मुझे,"[{""sounds"":[""m""],""id"":11,""letters"":[""म""],""usageCount"":1256},{""sounds"":[""ʊ""],""id"":7,""letters"":[""ु""],""usageCount"":432},{""sounds"":[""dʒ""],""id"":62,""letters"":[""झ""],""usageCount"":76},{""sounds"":[""eː""],""id"":4,""letters"":[""े""],""usageCount"":3806}]",76,PRONOUN,,,
106,उस,"[{""sounds"":[""ʊ""],""id"":43,""letters"":[""उ""],""usageCount"":398},{""sounds"":[""s""],""id"":5,""letters"":[""स""],""usageCount"":1336}]",76,,,,
107,माँ,"[{""sounds"":[""m""],""id"":11,""letters"":[""म""],""usageCount"":1256},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039},{""sounds"":[""◌̃""],""id"":29,""letters"":[""ँ""],""usageCount"":285}]",69,NOUN,,,
108,तारा,"[{""sounds"":[""t""],""id"":9,""letters"":[""त""],""usageCount"":1140},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039},{""sounds"":[""ɾ""],""id"":24,""letters"":[""र""],""usageCount"":1768},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039}]",3,NOUN,,,
109,विमान,"[{""sounds"":[""ʋ""],""id"":32,""letters"":[""व""],""usageCount"":339},{""sounds"":[""ɪ""],""id"":19,""letters"":[""ि""],""usageCount"":757},{""sounds"":[""m""],""id"":11,""letters"":[""म""],""usageCount"":1256},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039},{""sounds"":[""n""],""id"":3,""letters"":[""न""],""usageCount"":1265}]",21,NOUN,,,
110,थीं,"[{""sounds"":[""tʰ""],""id"":17,""letters"":[""थ""],""usageCount"":467},{""sounds"":[""iː""],""id"":16,""letters"":[""ी""],""usageCount"":2164},{""sounds"":[""◌̃""],""id"":42,""letters"":[""ं""],""usageCount"":1211}]",29,VERB,,,
111,तो,"[{""sounds"":[""t""],""id"":9,""letters"":[""त""],""usageCount"":1140},{""sounds"":[""oː""],""id"":21,""letters"":[""ो""],""usageCount"":1280}]",160,ADVERB,,,
112,उन्नीस,"[{""sounds"":[""ʊ""],""id"":43,""letters"":[""उ""],""usageCount"":398},{""sounds"":[""n""],""id"":3,""letters"":[""न""],""usageCount"":1265},{""sounds"":[""n""],""id"":3,""letters"":[""न""],""usageCount"":1265},{""sounds"":[""iː""],""id"":16,""letters"":[""ी""],""usageCount"":2164},{""sounds"":[""s""],""id"":5,""letters"":[""स""],""usageCount"":1336}]",0,NUMBER,,,
113,बीस,"[{""sounds"":[""b""],""id"":38,""letters"":[""ब""],""usageCount"":569},{""sounds"":[""iː""],""id"":16,""letters"":[""ी""],""usageCount"":2164},{""sounds"":[""s""],""id"":5,""letters"":[""स""],""usageCount"":1336}]",0,NUMBER,,,
114,ही,"[{""sounds"":[""ɦ""],""id"":1,""letters"":[""ह""],""usageCount"":2914},{""sounds"":[""iː""],""id"":16,""letters"":[""ी""],""usageCount"":2164}]",122,ADVERB,,,
115,यह,"[{""sounds"":[""j"",""ə""],""id"":46,""letters"":[""य""],""usageCount"":122},{""sounds"":[""ɦ"",""ə""],""id"":34,""letters"":[""ह""],""usageCount"":434}]",96,NOUN,,,
116,जी,"[{""sounds"":[""dʒ""],""id"":20,""letters"":[""ज""],""usageCount"":527},{""sounds"":[""iː""],""id"":16,""letters"":[""ी""],""usageCount"":2164}]",50,,,,
117,रहे,"[{""sounds"":[""ɾ"",""ə""],""id"":35,""letters"":[""र""],""usageCount"":338},{""sounds"":[""ɦ""],""id"":1,""letters"":[""ह""],""usageCount"":2914},{""sounds"":[""eː""],""id"":4,""letters"":[""े""],""usageCount"":3806}]",62,VERB,,,
118,धनी,"[{""sounds"":[""dʱ"",""ə""],""id"":63,""letters"":[""ध""],""usageCount"":47},{""sounds"":[""n""],""id"":3,""letters"":[""न""],""usageCount"":1265},{""sounds"":[""iː""],""id"":16,""letters"":[""ी""],""usageCount"":2164}]",43,ADJECTIVE,,,
119,हुए,"[{""sounds"":[""ɦ""],""id"":1,""letters"":[""ह""],""usageCount"":2914},{""sounds"":[""uː""],""id"":13,""letters"":[""ु""],""usageCount"":199},{""sounds"":[""eː""],""id"":55,""letters"":[""ए""],""usageCount"":497}]",75,VERB,,,
120,इक्कीस,"[{""sounds"":[""ɪ""],""id"":49,""letters"":[""इ""],""usageCount"":148},{""sounds"":[""k""],""id"":14,""letters"":[""क""],""usageCount"":2744},{""sounds"":[""k""],""id"":14,""letters"":[""क""],""usageCount"":2744},{""sounds"":[""iː""],""id"":16,""letters"":[""ी""],""usageCount"":2164},{""sounds"":[""s""],""id"":5,""letters"":[""स""],""usageCount"":1336}]",0,NUMBER,,,
121,जब,"[{""sounds"":[""dʒ"",""ə""],""id"":64,""letters"":[""ज""],""usageCount"":171},{""sounds"":[""b""],""id"":38,""letters"":[""ब""],""usageCount"":569}]",64,ADVERB,,,
122,वे,"[{""sounds"":[""ʋ""],""id"":32,""letters"":[""व""],""usageCount"":339},{""sounds"":[""eː""],""id"":4,""letters"":[""े""],""usageCount"":3806}]",70,PRONOUN,,,
123,गया,"[{""sounds"":[""g"",""ə""],""id"":65,""letters"":[""ग""],""usageCount"":248},{""sounds"":[""j""],""id"":56,""letters"":[""य""],""usageCount"":503},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039}]",83,,,,
124,रही,"[{""sounds"":[""ɾ"",""ə""],""id"":35,""letters"":[""र""],""usageCount"":338},{""sounds"":[""ɦ""],""id"":1,""letters"":[""ह""],""usageCount"":2914},{""sounds"":[""iː""],""id"":16,""letters"":[""ी""],""usageCount"":2164}]",84,VERB,,,
125,पानी,"[{""sounds"":[""p""],""id"":18,""letters"":[""प""],""usageCount"":400},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039},{""sounds"":[""n""],""id"":3,""letters"":[""न""],""usageCount"":1265},{""sounds"":[""iː""],""id"":16,""letters"":[""ी""],""usageCount"":2164}]",54,NOUN,,,
126,आप,"[{""sounds"":[""aː""],""id"":66,""letters"":[""आ""],""usageCount"":256},{""sounds"":[""p""],""id"":18,""letters"":[""प""],""usageCount"":400}]",58,PRONOUN,,,
127,साल,"[{""sounds"":[""s""],""id"":5,""letters"":[""स""],""usageCount"":1336},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039},{""sounds"":[""l""],""id"":39,""letters"":[""ल""],""usageCount"":685}]",41,NOUN,,,
128,साथ,"[{""sounds"":[""s""],""id"":5,""letters"":[""स""],""usageCount"":1336},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039},{""sounds"":[""tʰ""],""id"":17,""letters"":[""थ""],""usageCount"":467}]",51,,,,
129,हुई,"[{""sounds"":[""ɦ""],""id"":1,""letters"":[""ह""],""usageCount"":2914},{""sounds"":[""uː""],""id"":13,""letters"":[""ु""],""usageCount"":199},{""sounds"":[""ɪ""],""id"":49,""letters"":[""इ""],""usageCount"":148}]",53,VERB,,,
130,अब,"[{""sounds"":[""ə""],""id"":57,""letters"":[""अ""],""usageCount"":393},{""sounds"":[""b""],""id"":38,""letters"":[""ब""],""usageCount"":569}]",58,,,,
131,ऊपर,"[{""sounds"":[""uː""],""id"":67,""letters"":[""ऊ""],""usageCount"":43},{""sounds"":[""p"",""ə""],""id"":25,""letters"":[""प""],""usageCount"":505},{""sounds"":[""ɾ""],""id"":24,""letters"":[""र""],""usageCount"":1768}]",41,,,,
132,टूका,"[{""sounds"":[""ʈ""],""id"":53,""letters"":[""ट""],""usageCount"":135},{""sounds"":[""uː""],""id"":28,""letters"":[""ू""],""usageCount"":345},{""sounds"":[""k""],""id"":14,""letters"":[""क""],""usageCount"":2744},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039}]",35,ADJECTIVE,,,
133,होता,"[{""sounds"":[""ɦ""],""id"":1,""letters"":[""ह""],""usageCount"":2914},{""sounds"":[""oː""],""id"":21,""letters"":[""ो""],""usageCount"":1280},{""sounds"":[""t""],""id"":9,""letters"":[""त""],""usageCount"":1140},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039}]",54,VERB,,,
134,जाता,"[{""sounds"":[""dʒ""],""id"":20,""letters"":[""ज""],""usageCount"":527},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039},{""sounds"":[""t""],""id"":9,""letters"":[""त""],""usageCount"":1140},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039}]",44,VERB,,,
135,रहा,"[{""sounds"":[""ɾ"",""ə""],""id"":35,""letters"":[""र""],""usageCount"":338},{""sounds"":[""ɦ""],""id"":1,""letters"":[""ह""],""usageCount"":2914},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039}]",66,VERB,,,
136,उसके,"[{""sounds"":[""ʊ""],""id"":43,""letters"":[""उ""],""usageCount"":398},{""sounds"":[""s""],""id"":5,""letters"":[""स""],""usageCount"":1336},{""sounds"":[""k""],""id"":14,""letters"":[""क""],""usageCount"":2744},{""sounds"":[""eː""],""id"":4,""letters"":[""े""],""usageCount"":3806}]",60,PRONOUN,,,
137,बाईस,"[{""sounds"":[""b""],""id"":38,""letters"":[""ब""],""usageCount"":569},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039},{""sounds"":[""iː""],""id"":68,""letters"":[""ई""],""usageCount"":131},{""sounds"":[""s""],""id"":5,""letters"":[""स""],""usageCount"":1336}]",0,NUMBER,,,
138,तेईस,"[{""sounds"":[""t""],""id"":9,""letters"":[""त""],""usageCount"":1140},{""sounds"":[""eː""],""id"":4,""letters"":[""े""],""usageCount"":3806},{""sounds"":[""iː""],""id"":68,""letters"":[""ई""],""usageCount"":131},{""sounds"":[""s""],""id"":5,""letters"":[""स""],""usageCount"":1336}]",1,NUMBER,,,
139,चौबिस,"[{""sounds"":[""t"",""ʃ""],""id"":36,""letters"":[""च""],""usageCount"":170},{""sounds"":[""ɔː""],""id"":40,""letters"":[""ौ""],""usageCount"":36},{""sounds"":[""b""],""id"":38,""letters"":[""ब""],""usageCount"":569},{""sounds"":[""ɪ""],""id"":19,""letters"":[""ि""],""usageCount"":757},{""sounds"":[""s""],""id"":5,""letters"":[""स""],""usageCount"":1336}]",0,NUMBER,,,
140,हम,"[{""sounds"":[""ɦ"",""ə""],""id"":34,""letters"":[""ह""],""usageCount"":434},{""sounds"":[""m""],""id"":11,""letters"":[""म""],""usageCount"":1256}]",44,PRONOUN,,,
141,करते,"[{""sounds"":[""k"",""ə""],""id"":27,""letters"":[""क""],""usageCount"":474},{""sounds"":[""ɾ""],""id"":24,""letters"":[""र""],""usageCount"":1768},{""sounds"":[""t""],""id"":9,""letters"":[""त""],""usageCount"":1140},{""sounds"":[""eː""],""id"":4,""letters"":[""े""],""usageCount"":3806}]",48,VERB,,,
142,फिर,"[{""sounds"":[""pʰ""],""id"":69,""letters"":[""फ""],""usageCount"":68},{""sounds"":[""ɪ""],""id"":19,""letters"":[""ि""],""usageCount"":757},{""sounds"":[""ɾ""],""id"":24,""letters"":[""र""],""usageCount"":1768}]",68,,,,
143,तक,"[{""sounds"":[""t"",""ə""],""id"":31,""letters"":[""त""],""usageCount"":178},{""sounds"":[""k""],""id"":14,""letters"":[""क""],""usageCount"":2744}]",45,PREPOSITION,,,
144,होती,"[{""sounds"":[""ɦ""],""id"":1,""letters"":[""ह""],""usageCount"":2914},{""sounds"":[""oː""],""id"":21,""letters"":[""ो""],""usageCount"":1280},{""sounds"":[""t""],""id"":9,""letters"":[""त""],""usageCount"":1140},{""sounds"":[""iː""],""id"":16,""letters"":[""ी""],""usageCount"":2164}]",41,VERB,,,
145,मेरे,"[{""sounds"":[""m""],""id"":11,""letters"":[""म""],""usageCount"":1256},{""sounds"":[""eː""],""id"":4,""letters"":[""े""],""usageCount"":3806},{""sounds"":[""ɾ""],""id"":24,""letters"":[""र""],""usageCount"":1768},{""sounds"":[""eː""],""id"":4,""letters"":[""े""],""usageCount"":3806}]",56,PRONOUN,,,
146,जा,"[{""sounds"":[""dʒ""],""id"":20,""letters"":[""ज""],""usageCount"":527},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039}]",41,VERB,,,
147,शून्य,"[{""sounds"":[""ʃ""],""id"":61,""letters"":[""श""],""usageCount"":59},{""sounds"":[""uː""],""id"":28,""letters"":[""ू""],""usageCount"":345},{""sounds"":[""n""],""id"":3,""letters"":[""न""],""usageCount"":1265},{""sounds"":[""j"",""ə""],""id"":46,""letters"":[""य""],""usageCount"":122}]",0,NUMBER,,,
148,पच्चीस,"[{""sounds"":[""p"",""ə""],""id"":25,""letters"":[""प""],""usageCount"":505},{""sounds"":[""ʈ"",""ʈ"",""ʃ""],""id"":89,""letters"":[""च"",""्"",""च""],""usageCount"":4},{""sounds"":[""iː""],""id"":16,""letters"":[""ी""],""usageCount"":2164},{""sounds"":[""s""],""id"":5,""letters"":[""स""],""usageCount"":1336}]",4,NUMBER,,,
149,या,"[{""sounds"":[""j""],""id"":56,""letters"":[""य""],""usageCount"":503},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039}]",44,,,,
150,अपने,"[{""sounds"":[""ə""],""id"":57,""letters"":[""अ""],""usageCount"":393},{""sounds"":[""p"",""ə""],""id"":25,""letters"":[""प""],""usageCount"":505},{""sounds"":[""n""],""id"":3,""letters"":[""न""],""usageCount"":1265},{""sounds"":[""eː""],""id"":4,""letters"":[""े""],""usageCount"":3806}]",72,,,,
151,इस,"[{""sounds"":[""ɪ""],""id"":49,""letters"":[""इ""],""usageCount"":148},{""sounds"":[""s""],""id"":5,""letters"":[""स""],""usageCount"":1336}]",48,PRONOUN,,,
152,पास,"[{""sounds"":[""p""],""id"":18,""letters"":[""प""],""usageCount"":400},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039},{""sounds"":[""s""],""id"":5,""letters"":[""स""],""usageCount"":1336}]",60,ADJECTIVE,,,
153,कोई,"[{""sounds"":[""k""],""id"":14,""letters"":[""क""],""usageCount"":2744},{""sounds"":[""oː""],""id"":21,""letters"":[""ो""],""usageCount"":1280},{""sounds"":[""iː""],""id"":68,""letters"":[""ई""],""usageCount"":131}]",57,,,,
154,आटे,"[{""sounds"":[""aː""],""id"":66,""letters"":[""आ""],""usageCount"":256},{""sounds"":[""ʈ""],""id"":53,""letters"":[""ट""],""usageCount"":135},{""sounds"":[""eː""],""id"":4,""letters"":[""े""],""usageCount"":3806}]",26,NOUN,,,
155,छब्बीस,"[{""sounds"":[""t"",""ʃʰ"",""ə""],""id"":70,""letters"":[""छ""],""usageCount"":2},{""sounds"":[""b""],""id"":38,""letters"":[""ब""],""usageCount"":569},{""sounds"":[""b""],""id"":38,""letters"":[""ब""],""usageCount"":569},{""sounds"":[""iː""],""id"":16,""letters"":[""ी""],""usageCount"":2164},{""sounds"":[""s""],""id"":5,""letters"":[""स""],""usageCount"":1336}]",0,NUMBER,,,
156,सत्ताईस,"[{""sounds"":[""s"",""ə""],""id"":33,""letters"":[""स""],""usageCount"":296},{""sounds"":[""t""],""id"":9,""letters"":[""त""],""usageCount"":1140},{""sounds"":[""t""],""id"":9,""letters"":[""त""],""usageCount"":1140},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039},{""sounds"":[""iː""],""id"":68,""letters"":[""ई""],""usageCount"":131},{""sounds"":[""s""],""id"":5,""letters"":[""स""],""usageCount"":1336}]",0,NUMBER,,,
157,अट्ठाईस,"[{""sounds"":[""ə""],""id"":57,""letters"":[""अ""],""usageCount"":393},{""sounds"":[""ʈ""],""id"":53,""letters"":[""ट""],""usageCount"":135},{""sounds"":[""ʈʰ""],""id"":58,""letters"":[""ठ""],""usageCount"":43},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039},{""sounds"":[""iː""],""id"":68,""letters"":[""ई""],""usageCount"":131},{""sounds"":[""s""],""id"":5,""letters"":[""स""],""usageCount"":1336}]",0,NUMBER,,,
158,सबसे,"[{""sounds"":[""s"",""ə""],""id"":33,""letters"":[""स""],""usageCount"":296},{""sounds"":[""b""],""id"":38,""letters"":[""ब""],""usageCount"":569},{""sounds"":[""s""],""id"":5,""letters"":[""स""],""usageCount"":1336},{""sounds"":[""eː""],""id"":4,""letters"":[""े""],""usageCount"":3806}]",34,,,,
159,बात,"[{""sounds"":[""b""],""id"":38,""letters"":[""ब""],""usageCount"":569},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039},{""sounds"":[""t""],""id"":9,""letters"":[""त""],""usageCount"":1140}]",39,VERB,,,
160,जो,"[{""sounds"":[""dʒ""],""id"":20,""letters"":[""ज""],""usageCount"":527},{""sounds"":[""oː""],""id"":21,""letters"":[""ो""],""usageCount"":1280}]",42,,,,
161,पहले,"[{""sounds"":[""p"",""ə""],""id"":25,""letters"":[""प""],""usageCount"":505},{""sounds"":[""ɦ"",""ə""],""id"":34,""letters"":[""ह""],""usageCount"":434},{""sounds"":[""l""],""id"":39,""letters"":[""ल""],""usageCount"":685},{""sounds"":[""eː""],""id"":4,""letters"":[""े""],""usageCount"":3806}]",37,ADVERB,,,
162,दिन,"[{""sounds"":[""d""],""id"":41,""letters"":[""द""],""usageCount"":482},{""sounds"":[""ɪ""],""id"":19,""letters"":[""ि""],""usageCount"":757},{""sounds"":[""n""],""id"":3,""letters"":[""न""],""usageCount"":1265}]",45,NOUN,,,
163,उनतीस,"[{""sounds"":[""ʊ""],""id"":43,""letters"":[""उ""],""usageCount"":398},{""sounds"":[""n""],""id"":3,""letters"":[""न""],""usageCount"":1265},{""sounds"":[""t""],""id"":9,""letters"":[""त""],""usageCount"":1140},{""sounds"":[""iː""],""id"":16,""letters"":[""ी""],""usageCount"":2164},{""sounds"":[""s""],""id"":5,""letters"":[""स""],""usageCount"":1336}]",0,NUMBER,,,
164,दोनों,"[{""sounds"":[""d""],""id"":41,""letters"":[""द""],""usageCount"":482},{""sounds"":[""oː""],""id"":21,""letters"":[""ो""],""usageCount"":1280},{""sounds"":[""n""],""id"":3,""letters"":[""न""],""usageCount"":1265},{""sounds"":[""oː""],""id"":21,""letters"":[""ो""],""usageCount"":1280},{""sounds"":[""◌̃""],""id"":42,""letters"":[""ं""],""usageCount"":1211}]",29,PRONOUN,,,
165,उन्हें,"[{""sounds"":[""ʊ""],""id"":43,""letters"":[""उ""],""usageCount"":398},{""sounds"":[""n""],""id"":3,""letters"":[""न""],""usageCount"":1265},{""sounds"":[""∅""],""id"":85,""letters"":[""्""],""usageCount"":203},{""sounds"":[""ɦ""],""id"":1,""letters"":[""ह""],""usageCount"":2914},{""sounds"":[""eː""],""id"":4,""letters"":[""े""],""usageCount"":3806},{""sounds"":[""◌̃""],""id"":42,""letters"":[""ं""],""usageCount"":1211}]",37,PRONOUN,,,
166,अम्मा,"[{""sounds"":[""ə""],""id"":57,""letters"":[""अ""],""usageCount"":393},{""sounds"":[""m""],""id"":11,""letters"":[""म""],""usageCount"":1256},{""sounds"":[""∅""],""id"":85,""letters"":[""्""],""usageCount"":203},{""sounds"":[""m""],""id"":11,""letters"":[""म""],""usageCount"":1256},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039}]",34,NOUN,,,
167,तीस,"[{""sounds"":[""t""],""id"":9,""letters"":[""त""],""usageCount"":1140},{""sounds"":[""iː""],""id"":16,""letters"":[""ी""],""usageCount"":2164},{""sounds"":[""s""],""id"":5,""letters"":[""स""],""usageCount"":1336}]",0,NUMBER,,,
168,अंदर,"[{""sounds"":[""ə""],""id"":57,""letters"":[""अ""],""usageCount"":393},{""sounds"":[""◌̃""],""id"":42,""letters"":[""ं""],""usageCount"":1211},{""sounds"":[""d"",""ə""],""id"":71,""letters"":[""द""],""usageCount"":72},{""sounds"":[""ɾ""],""id"":24,""letters"":[""र""],""usageCount"":1768}]",35,ADVERB,,,
169,बाद,"[{""sounds"":[""b""],""id"":38,""letters"":[""ब""],""usageCount"":569},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039},{""sounds"":[""d""],""id"":41,""letters"":[""द""],""usageCount"":482}]",36,,,,
170,बड़े,"[{""sounds"":[""b"",""ə""],""id"":30,""letters"":[""ब""],""usageCount"":280},{""sounds"":[""ɽ""],""id"":54,""letters"":[""ड़""],""usageCount"":137},{""sounds"":[""eː""],""id"":4,""letters"":[""े""],""usageCount"":3806}]",33,,,,
171,समय,"[{""sounds"":[""s"",""ə""],""id"":33,""letters"":[""स""],""usageCount"":296},{""sounds"":[""m"",""ə""],""id"":45,""letters"":[""म""],""usageCount"":89},{""sounds"":[""j""],""id"":56,""letters"":[""य""],""usageCount"":503}]",32,NOUN,,,
172,गए,"[{""sounds"":[""g"",""ə""],""id"":65,""letters"":[""ग""],""usageCount"":248},{""sounds"":[""eː""],""id"":55,""letters"":[""ए""],""usageCount"":497}]",42,VERB,,,
173,सब,"[{""sounds"":[""s"",""ə""],""id"":33,""letters"":[""स""],""usageCount"":296},{""sounds"":[""b""],""id"":38,""letters"":[""ब""],""usageCount"":569}]",38,PRONOUN,,,
174,न,"[{""sounds"":[""n"",""ə""],""id"":22,""letters"":[""न""],""usageCount"":331}]",48,ADVERB,,,
175,हाँ,"[{""sounds"":[""ɦ""],""id"":1,""letters"":[""ह""],""usageCount"":2914},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039},{""sounds"":[""◌̃""],""id"":29,""letters"":[""ँ""],""usageCount"":285}]",34,,,,
176,सभी,"[{""sounds"":[""s"",""ə""],""id"":33,""letters"":[""स""],""usageCount"":296},{""sounds"":[""bʱ""],""id"":26,""letters"":[""भ""],""usageCount"":337},{""sounds"":[""iː""],""id"":16,""letters"":[""ी""],""usageCount"":2164}]",31,,,,
177,जाती,"[{""sounds"":[""dʒ""],""id"":20,""letters"":[""ज""],""usageCount"":527},{""sounds"":[""aː""],""id"":10,""letters"":[""ा""],""usageCount"":3039},{""sounds"":[""t""],""id"":9,""letters"":[""त""],""usageCount"":1140},{""sounds"":[""iː""],""id"":16,""letters"":[""ी""],""usageCount"":2164}]",40,NOUN,,,
178,पच्चा,"[{""sounds"":[""p"",""ə""],""id"":25,""letters"":[""प""],""usageCount"":505},{""sounds"":[""t"",""ʃ""],""id"":36,""letters"":[""च""],""usageCount"":170},{""sounds"":[""t"",""ʃ""],""id"":36,""letters"":[""च""],""usageCount"":170}]",21,NOUN,,,
